Date,Media,Tweet,Compound,Positive,Negative,Neutral,Tweets Ago
Fri Dec 29 22:49:52 +0000 2017,@bbcworld,St Petersburg supermarket blast claimed by IS https://t.co/7LEuzSUTv4,0.0,0.0,0.0,1.0,49
Fri Dec 29 22:33:02 +0000 2017,@bbcworld,Argentina father jailed for keeping daughter as 'sex slave' https://t.co/D4H9xUf9ar,-0.4939,0.0,0.262,0.738,50
Fri Dec 29 22:08:41 +0000 2017,@bbcworld,Iran protesters voice opposition in Iranian cities https://t.co/oPM2jKG4Lt,-0.2263,0.0,0.213,0.787,51
Fri Dec 29 22:05:09 +0000 2017,@bbcworld,"Thai fraudster sentenced to 13,275 years in prison https://t.co/If6zrugF5m",-0.7845,0.0,0.568,0.432,52
Fri Dec 29 21:35:09 +0000 2017,@bbcworld,Ashes: England coach Trevor Bayliss denies ball-tampering claims in fourth Test https://t.co/NJMnUWBAiL,-0.4215,0.0,0.203,0.797,53
Fri Dec 29 21:35:09 +0000 2017,@bbcworld,Mental health care a 'national problem' says sheriff https://t.co/z1ijWyEWnl,0.128,0.269,0.227,0.504,54
Fri Dec 29 20:42:08 +0000 2017,@bbcworld,Milo Yiannopoulos slams editor over withering book notes https://t.co/fXuzHzqWIE,0.0,0.0,0.0,1.0,55
Fri Dec 29 18:58:32 +0000 2017,@bbcworld,RT @BBCBusiness: Exmo Bitcoin exchange manager freed by kidnappers https://t.co/jlFcLp9Y6L,0.4019,0.231,0.0,0.769,56
Fri Dec 29 18:57:16 +0000 2017,@bbcworld,Bataclan massacre film put on hold amid families' anger https://t.co/rvuTuXuRJD,-0.5719,0.0,0.291,0.709,57
Fri Dec 29 18:57:13 +0000 2017,@bbcworld,US says Romanians hacked Washington DC police cameras https://t.co/mwVnZ6imW1,-0.4019,0.0,0.252,0.748,58
Fri Dec 29 18:12:41 +0000 2017,@bbcworld,Opening up https://t.co/KajqICH5IX,0.0,0.0,0.0,1.0,59
Fri Dec 29 18:09:37 +0000 2017,@bbcworld,Tanzania threatens to shut churches after Magufuli criticism https://t.co/H8KGrTO7pv,-0.6705,0.0,0.44,0.56,60
Thu Dec 21 16:54:08 +0000 2017,@bbcworld,"US sanctions on Chechnya leader Ramzan Kadyrov are illegal, Russia warns https://t.co/Sek9mAL3gp",-0.6124,0.0,0.333,0.667,61
Thu Dec 21 16:53:47 +0000 2017,@bbcworld,"RT @BBC_HaveYourSay: ""We must stand in solidarity with Karim,"" says UK representative to the UN
https://t.co/w1LY8MmNNx",0.296,0.128,0.0,0.872,62
Thu Dec 21 16:06:32 +0000 2017,@bbcworld,Myanmar general hit by US sanctions https://t.co/02ODkLMqNT,0.0,0.0,0.0,1.0,63
Thu Dec 21 15:15:53 +0000 2017,@bbcworld,Alps murders: Suspect could give new lead to al-Hilli shooting https://t.co/IBbccshuqE,-0.7351,0.0,0.408,0.592,64
Thu Dec 21 15:08:43 +0000 2017,@bbcworld,Kaci Sullivan: 'I gave birth as both genders' https://t.co/JhSYWsZHTN,0.0,0.0,0.0,1.0,65
Thu Dec 21 15:08:43 +0000 2017,@bbcworld,The sea rangers safeguarding the Great Barrier Reef https://t.co/Fvfqq6sUFU,0.6908,0.453,0.109,0.438,66
Thu Dec 21 15:01:42 +0000 2017,@bbcworld,"RT @BBCNews: ""I cannot help but smile when I look at the photos"" - Alexi Lubomirski, who took the official engagement pictures of Prince Ha…",0.1793,0.141,0.152,0.707,67
Thu Dec 21 14:10:02 +0000 2017,@bbcworld,Why the #WinterSolstice means so much to people across the world https://t.co/BGZU4KrMPX https://t.co/3tvVvTCezL,0.0,0.0,0.0,1.0,68
Thu Dec 21 14:00:38 +0000 2017,@bbcworld,South Korea fire at public gym and sauna kills 18 https://t.co/N74H0ZHl7Y,-0.7096,0.0,0.396,0.604,69
Thu Dec 21 14:00:38 +0000 2017,@bbcworld,Turning point https://t.co/3N3YR2rDSm,0.0,0.0,0.0,1.0,70
Thu Dec 21 13:32:50 +0000 2017,@bbcworld,RT @BBCTech: Chinese live streaming website shut down https://t.co/RAM6dPBHbA,0.0,0.0,0.0,1.0,71
Thu Dec 21 13:31:39 +0000 2017,@bbcworld,"What do the Catalan crisis and Harry Potter have in common? 

https://t.co/6CIZkANkSv https://t.co/JDI98S75L5",-0.6249,0.0,0.255,0.745,72
Thu Dec 21 13:18:09 +0000 2017,@bbcworld,"RT @BBC_HaveYourSay: No, an Italian municipality did not remove a Christmas tree to avoid upsetting a Muslim association
https://t.co/YOlm5…",-0.7579,0.0,0.349,0.651,73
Thu Dec 21 13:06:36 +0000 2017,@bbcworld,Philippines ferry: Deaths as boat capsizes off Quezon https://t.co/HE8TwUIj9j,0.0,0.0,0.0,1.0,74
Thu Dec 21 12:35:12 +0000 2017,@bbcworld,"RT @bbc5live: “It might be days to weeks”

Richard Ratcliffe, husband of British woman Nazanin Zaghari-Ratcliffe who’s in prison in Iran, t…",-0.5106,0.0,0.136,0.864,75
Thu Dec 21 12:29:46 +0000 2017,@bbcworld,Yemen cholera cases reach one million - ICRC https://t.co/wZFaecCHso,0.0258,0.136,0.0,0.864,76
Thu Dec 21 12:24:08 +0000 2017,@bbcworld,RT @BBCNews: Prince Harry and Meghan Markle engagement photos released https://t.co/Sblk34MsX2,0.4588,0.231,0.0,0.769,77
Thu Dec 21 12:19:55 +0000 2017,@bbcworld,Memphis defies state ban to remove two Confederate statues https://t.co/fjyEYpl8X6,-0.5574,0.0,0.286,0.714,78
Thu Dec 21 11:54:25 +0000 2017,@bbcworld,"K-pop's biggest stars led the funeral procession for singer Jonghyun, who took his own life this week… https://t.co/ACZQ5Yp4o2",-0.3612,0.0,0.128,0.872,79
Thu Dec 21 11:54:07 +0000 2017,@bbcworld,Frozen embryo record parents on 'miracle' baby https://t.co/3BxDh08Z50,0.0,0.0,0.0,1.0,80
Fri Dec 15 16:40:26 +0000 2017,@bbcworld,"""His rule has split South Africa down the middle"": Why it could soon be the end of an era for Jacob Zuma… https://t.co/JJDiE4dzMu",0.0,0.0,0.0,1.0,81
Fri Dec 15 16:17:44 +0000 2017,@bbcworld,Two Palestinians killed in fresh clashes with Israel https://t.co/nD1bYnvOkG,-0.4939,0.167,0.326,0.507,82
Fri Dec 15 16:00:55 +0000 2017,@bbcworld,China investigates attack on South Korea photographer https://t.co/xaRi0PGqni,-0.4767,0.0,0.307,0.693,83
Fri Dec 15 15:45:39 +0000 2017,@bbcworld,Hugh Jackman's novelty top hat trick https://t.co/2M1dcFK6RW,0.1531,0.225,0.15,0.625,84
Fri Dec 15 15:24:44 +0000 2017,@bbcworld,Japan court rules father legally responsible for secret IVF child https://t.co/lfEyTna3hg,0.4019,0.291,0.0,0.709,85
Fri Dec 15 14:59:35 +0000 2017,@bbcworld,Brexit: EU leaders agree to move talks to next stage https://t.co/MFONqmbw68,0.3612,0.2,0.0,0.8,86
Fri Dec 15 14:54:01 +0000 2017,@bbcworld,"Could Russia cut undersea communication cables? 

And what happens if they do? https://t.co/qXPE2LZXBA https://t.co/ocHn9oknxg",-0.3527,0.0,0.159,0.841,87
Fri Dec 15 14:20:27 +0000 2017,@bbcworld,"RT @BBC_HaveYourSay: Don't let me entertain you 
https://t.co/UZM6hsVn4r",-0.2411,0.0,0.219,0.781,88
Fri Dec 15 14:12:04 +0000 2017,@bbcworld,Teruel Spain: Arrest made after murder of police officers https://t.co/6MIwG3tzHQ,-0.7964,0.0,0.47,0.53,89
Fri Dec 15 13:55:36 +0000 2017,@bbcworld,'Catastrophic blow' https://t.co/6IEvyV6ZQ5,-0.4939,0.0,0.615,0.385,90
Fri Dec 15 13:52:19 +0000 2017,@bbcworld,Sea lion attacks swimmer in San Francisco Bay https://t.co/tWBeSYtYQg,-0.4404,0.0,0.266,0.734,91
Fri Dec 15 13:51:25 +0000 2017,@bbcworld,RT @BBCBusiness: How easy is it to spot a narwhal in a sea of money? 🇨🇦 Find out with our A-Z guide to the creatures you spot in the financ…,0.4404,0.097,0.0,0.903,92
Fri Dec 15 13:39:41 +0000 2017,@bbcworld,"RT @BBC_HaveYourSay: Are you getting married on 19 May 2018? What wedding tips would you give Prince Harry and Meghan Markle? 
https://t.co…",0.0,0.0,0.0,1.0,93
Fri Dec 15 12:59:16 +0000 2017,@bbcworld,"""Quite significant progress made"" but next phase of EU-UK talks ""even tougher"" - German Chancellor Angela Merkel on… https://t.co/mEYOrMIHRm",0.5626,0.273,0.0,0.727,94
Fri Dec 15 12:31:19 +0000 2017,@bbcworld,South Africa's Jacob Zuma: Scandals and successes https://t.co/Z2FIjEjTCI,0.1027,0.281,0.25,0.469,95
Fri Dec 15 12:28:04 +0000 2017,@bbcworld,Charlottesville: James Alex Fields Jr faces life in prison https://t.co/Jhn6mYjPdO,-0.5106,0.0,0.268,0.732,96
Fri Dec 15 11:55:57 +0000 2017,@bbcworld,Indian carol singers arrested after 'conversion' complaint https://t.co/NGlyuF1gSt,-0.6486,0.0,0.469,0.531,97
Fri Dec 15 11:38:01 +0000 2017,@bbcworld,Gebel al-Silsila: Ancient child burials found in Egypt https://t.co/CnKrG02tyG,0.0,0.0,0.0,1.0,98
Fri Dec 15 10:40:04 +0000 2017,@bbcworld,"Where are the undersea cables that are ""at risk"" of being cut or disrupted by Russia? 

https://t.co/i9wI3It4Q7 https://t.co/m8ZdogUlsx",-0.4939,0.0,0.208,0.792,99
Fri Dec 15 10:23:17 +0000 2017,@bbcworld,Zuma's trials https://t.co/MROSyUqCRL,0.0,0.0,0.0,1.0,100
Sun Jan 14 01:48:06 +0000 2018,@CBSNews,Woman believes she bought urn filled with ashes at thrift store https://t.co/Yxy9wbPDw6 https://t.co/kplkfBzrCe,0.0,0.0,0.0,1.0,1
Sun Jan 14 01:33:05 +0000 2018,@CBSNews,"Frustrations, dark discoveries mount for California mudslide town https://t.co/DiE7QcrC4P https://t.co/0ElIwcVCeQ",-0.4588,0.0,0.25,0.75,2
Sun Jan 14 01:30:12 +0000 2018,@CBSNews,"Residents, tourists in Hawaii scrambled for shelter after sent in error https://t.co/ppVaLmaiQc https://t.co/l4mccq7ldF",-0.4019,0.0,0.184,0.816,3
Sun Jan 14 01:18:07 +0000 2018,@CBSNews,"Suspect in fatal ""SWATting"" call charged with involuntary manslaughter https://t.co/uOkzOsF0kk https://t.co/aj127Hc5In",-0.7579,0.0,0.484,0.516,4
Sun Jan 14 01:03:07 +0000 2018,@CBSNews,"Hospital computer system held for ransom, bitcoin demanded https://t.co/cdyHncQkv7 https://t.co/enR7fusSa5",-0.2263,0.0,0.174,0.826,5
Sun Jan 14 00:48:07 +0000 2018,@CBSNews,Former U.S. Postal Service worker admits burning mail for months https://t.co/fs37ysZ0rB https://t.co/tPygy3pNlf,0.296,0.167,0.0,0.833,6
Sun Jan 14 00:33:10 +0000 2018,@CBSNews,"Records: FBI knew Las Vegas gunman had stashes of big guns, ammunition, explosives https://t.co/ZL0WahrutR https://t.co/2CejZlxVv7",0.0,0.0,0.0,1.0,7
Sun Jan 14 00:18:08 +0000 2018,@CBSNews,"Teens are eating laundry detergent for the ""Tide Pod Challenge"" https://t.co/lyzKOgxNxs https://t.co/ZA7DKz00B8",0.0772,0.106,0.0,0.894,8
Sun Jan 14 00:03:07 +0000 2018,@CBSNews,Car passenger dies while stopping along Texas highway to urinate https://t.co/QAiZ8hnRkc https://t.co/hqvnlAlEjg,-0.1531,0.0,0.127,0.873,9
Sat Jan 13 23:36:51 +0000 2018,@CBSNews,"Hawaii's EMA administrator details what the public should do when faced with a real attack: ""I regret what happened… https://t.co/uhSXVByLWj",-0.7096,0.0,0.258,0.742,10
Sat Jan 13 23:31:50 +0000 2018,@CBSNews,"""The people that went through this will definitely not do this again,"" Hawaii's EMA administrator says, adding that… https://t.co/G5aQqKIpN6",0.4019,0.13,0.0,0.87,11
Sat Jan 13 23:27:19 +0000 2018,@CBSNews,"""No one had authorized the use of the siren,"" Hawaiian Gov. David Ige says, adding that they ""will find out"" why si… https://t.co/pmoE1QMtfV",-0.296,0.0,0.091,0.909,12
Sat Jan 13 23:24:56 +0000 2018,@CBSNews,"""It's a screen. It's more like a mouse click. It's a screen -- a test button, and an actual. The wrong button was p… https://t.co/jTtDBNlz60",-0.079,0.112,0.125,0.763,13
Sat Jan 13 23:24:08 +0000 2018,@CBSNews,Mark Wahlberg says he'll donate $1.5 million to Time's Up after outcry https://t.co/tf1lkqYTAc https://t.co/MgVXPKaOrH,-0.5106,0.0,0.202,0.798,14
Sat Jan 13 23:21:01 +0000 2018,@CBSNews,"Hawaii Gov. David Ige on notifying public it was a false alarm: ""There was no automated way to send a false alarm c… https://t.co/nfPnZm45Ve",-0.7184,0.0,0.269,0.731,15
Sat Jan 13 23:18:39 +0000 2018,@CBSNews,"Hawaii's Emergency Management Agency administrator outlines some of the changes in wake of false alarm: ""The govern… https://t.co/AXbH8m4ZVM",-0.6124,0.0,0.238,0.762,16
Sat Jan 13 23:16:02 +0000 2018,@CBSNews,"Vern Miyagi outlines timeline of messaging mistake during shift change at Hawaii's Emergency Management Agency: ""Th… https://t.co/SGVym6dX5K",-0.6124,0.0,0.25,0.75,17
Sat Jan 13 23:12:31 +0000 2018,@CBSNews,"Vern Miyagi, head of Hawaii's Emergency Management Agency: ""We spent the last few months trying to get ahead of thi… https://t.co/aWSUuNWWK6",-0.3818,0.0,0.115,0.885,18
Sat Jan 13 23:10:03 +0000 2018,@CBSNews,"""I know firsthand that what happened today was totally unacceptable,"" Hawaiian Gov. David Ige says. ""And I'm sorry… https://t.co/xipXnOJkVi",0.0,0.0,0.0,1.0,19
Sat Jan 13 23:07:38 +0000 2018,@CBSNews,WATCH LIVE: Hawaii authorities hold a press conference following Saturday's false ballistic missile alarm… https://t.co/WDd9BtfnxK,0.0,0.0,0.0,1.0,20
Wed Jan 10 23:49:25 +0000 2018,@CBSNews,@CBSNews A hospital in Baltimore is investigating the treatment of one of its patients. Staffers left the woman dre… https://t.co/0Uab7bSK5Q,0.0,0.0,0.0,1.0,21
Wed Jan 10 23:47:22 +0000 2018,@CBSNews,@CBSNews Pres. Trump suggested there is not much chance he'll agree to be interviewed in the Russia investigation.… https://t.co/maOD91S793,0.1926,0.118,0.082,0.8,22
Wed Jan 10 23:44:45 +0000 2018,@CBSNews,@CBSNews A federal judge in California has blocked the Trump administration from ending DACA –– the program that pr… https://t.co/lsqVLCOQap,-0.2732,0.0,0.104,0.896,23
Wed Jan 10 23:38:17 +0000 2018,@CBSNews,@CBSNews Search-and-rescue dogs are leading the effort to find the missing. @carterevans shows us how this disaster… https://t.co/vO0nqng7pL,-0.296,0.0,0.115,0.885,24
Wed Jan 10 23:36:09 +0000 2018,@CBSNews,.@jeffglor gives us a closeup look of the devastation left behind by the Southern California mudslides on… https://t.co/Q4xRM9GbA6,-0.4215,0.0,0.149,0.851,25
Wed Jan 10 23:15:01 +0000 2018,@CBSNews,"House Judiciary Committee chairman unveils new, sweeping immigration bill; of 70 security points included in Trump… https://t.co/FWh5xq6nwK",0.34,0.13,0.0,0.87,26
Wed Jan 10 23:00:02 +0000 2018,@CBSNews,"President Trump says he is willing to consider diplomatic talks with North Korea, despite previously saying that th… https://t.co/edD5ydmeqy",0.0,0.0,0.0,1.0,27
Wed Jan 10 22:40:01 +0000 2018,@CBSNews,The U.S. is being hit with one of the worst flu seasons in years -- and experts warn that young children are partic… https://t.co/7VKZowqKkM,-0.7964,0.0,0.278,0.722,28
Wed Jan 10 22:24:35 +0000 2018,@CBSNews,Woman who authorities say killed her husband and two sons before killing herself had been struggling with depressio… https://t.co/FWV6S6c5ar,-0.9136,0.0,0.422,0.578,29
Wed Jan 10 22:02:01 +0000 2018,@CBSNews,Diet Coke adds four new flavors as it tries to invigorate the sugar-free soda's slumping sales… https://t.co/LyqromBnB8,0.4404,0.153,0.0,0.847,30
Wed Jan 10 21:40:32 +0000 2018,@CBSNews,"More than 30 Republicans are leaving their current roles in Congress after 2018, opening their seats. Here are some… https://t.co/hUdHngoZsM",0.0,0.0,0.0,1.0,31
Wed Jan 10 21:20:55 +0000 2018,@CBSNews,"The power went out in Las Vegas during #CES2018, the biggest electronics show of the year. Here's what it looks lik… https://t.co/RHBDgHWtqJ",0.0,0.0,0.0,1.0,32
Wed Jan 10 21:01:31 +0000 2018,@CBSNews,"A sharp increase in global methane emissions over the past decade is, in fact, from the fossil fuel industry, a new… https://t.co/jFrQrVhxN4",0.3182,0.108,0.0,0.892,33
Wed Jan 10 20:40:57 +0000 2018,@CBSNews,"Pres. Trump offers ""optimistic appraisal"" of talks between North and South Korea, @MajorCBS reports: ""We have certa… https://t.co/HvOPVTdyZ4",0.3182,0.119,0.0,0.881,34
Wed Jan 10 20:30:57 +0000 2018,@CBSNews,"Asked if he would be willing to speak with special counsel Robert Mueller without condition, Pres. Trump denies any… https://t.co/qcqUvu7eaJ",-0.0258,0.115,0.119,0.766,35
Wed Jan 10 20:28:15 +0000 2018,@CBSNews,"Pres. Trump: ""There is collusion, but it is really with the Democrats and the Russians far more than it is with the… https://t.co/03GncsjhcF",0.0,0.0,0.0,1.0,36
Wed Jan 10 20:27:11 +0000 2018,@CBSNews,"Reporter to Norwegian PM: ""...are you laughing at the Russian investigation?"" 
PM Solberg: ""I think that it is up t… https://t.co/XDYZwHTSkI",0.4939,0.138,0.0,0.862,37
Wed Jan 10 20:22:56 +0000 2018,@CBSNews,"Reporter: ""Would you be willing to sign an immigration deal that ultimately does not include funding for the border… https://t.co/5yaZexvUpd",0.0,0.0,0.0,1.0,38
Wed Jan 10 20:13:49 +0000 2018,@CBSNews,WATCH LIVE: Pres. Trump holds joint press conference at White House with Norwegian Prime Minister Erna Solberg… https://t.co/z16j6ibCOu,0.0,0.0,0.0,1.0,39
Wed Jan 10 20:01:38 +0000 2018,@CBSNews,A power outage at #CES2018 in Las Vegas leaves hundreds of conference-goers in the dark https://t.co/karS7eu7Ob https://t.co/ya8V8Ohy6Q,0.0,0.0,0.0,1.0,40
Mon Jan 08 03:48:01 +0000 2018,@CBSNews,"""I want all the girls watching to know: A new day is on the horizon."" Oprah's gives stirring Golden Globes speech w… https://t.co/glv2ZA2aVJ",0.0772,0.058,0.0,0.942,41
Mon Jan 08 03:47:54 +0000 2018,@CBSNews,"RT @CBSThisMorning: .@LadyBirdMovie wins Best Motion Picture, Musical or Comedy. #GoldenGlobes https://t.co/yLDsgCiRjk",0.886,0.536,0.0,0.464,42
Mon Jan 08 03:43:53 +0000 2018,@CBSNews,"RT @CBSThisMorning: In case you missed @Oprah’s #GoldenGlobes speech: “A new day is on the horizon.” 

(Courtesy @GoldenGlobes) https://t.c…",-0.296,0.0,0.109,0.891,43
Mon Jan 08 03:39:26 +0000 2018,@CBSNews,"RT @CBSThisMorning: #GoldenGlobes winner: Saoirse Ronan wins Best Performance by an Actress in a Motion Picture, Musical or Comedy for her…",0.9349,0.47,0.0,0.53,44
Mon Jan 08 03:38:58 +0000 2018,@CBSNews,"""Big Little Lies"" wins best limited series at #goldenglobes -- ""I want to thank everyone who spoke up about abuse o… https://t.co/sFS3xgu9rB",0.3718,0.321,0.248,0.431,45
Mon Jan 08 03:35:37 +0000 2018,@CBSNews,"Guillermo del Toro wins best director for ""The Shape of Water."" As the music played he said, ""Lower the music. It's… https://t.co/xqnJ6rLg5W",0.8442,0.338,0.072,0.59,46
Mon Jan 08 03:26:07 +0000 2018,@CBSNews,"""I want all the girls watching to know: A new day is on the horizon. When that new day finally dawns, it will be be… https://t.co/UC0U1irTEU",0.0772,0.051,0.0,0.949,47
Mon Jan 08 03:21:00 +0000 2018,@CBSNews,"@CBSNews ""I want all the girls watching to know: A new day is on the horizon,"" @Oprah says, addressing #MeToo movement at #goldenglobes",0.0772,0.058,0.0,0.942,48
Mon Jan 08 03:13:40 +0000 2018,@CBSNews,"""There are some little girls watching as I become the first black woman to receive the same award,"" @Oprah says whi… https://t.co/RjnxrOMgnp",0.0,0.0,0.0,1.0,49
Mon Jan 08 03:01:58 +0000 2018,@CBSNews,"""All the websites said I was going to lose..."" Aziz Ansari says as he wins best actor in TV comedy for… https://t.co/XsRFGozZFy",0.886,0.366,0.0,0.634,50
Mon Jan 08 03:01:26 +0000 2018,@CBSNews,"SPOLER ALERT: CBSN spoke with cast members and the executive producer of ""Star Trek Discovery"" and discussed the ki… https://t.co/RR4Af2awNc",0.4466,0.134,0.0,0.866,51
Mon Jan 08 02:50:00 +0000 2018,@CBSNews,RT @CBSThisMorning: Best TV Movie/Limited Series Actor: Ewan McGregor in @FargoFX. #GoldenGlobes https://t.co/ujbBVj1CtI,0.6369,0.259,0.0,0.741,52
Mon Jan 08 02:46:00 +0000 2018,@CBSNews,"RT @CBSThisMorning: Best Foreign Language Film goes to @InTheFadeFilm, (Germany/France). #GoldenGlobes",0.6369,0.296,0.0,0.704,53
Mon Jan 08 02:44:26 +0000 2018,@CBSNews,Debra Messing calls out E! for not paying Catt Sadler equally at Golden Globes https://t.co/ToAJTOIZI7 https://t.co/B5WDwHcxSv,0.0,0.0,0.0,1.0,54
Mon Jan 08 02:40:51 +0000 2018,@CBSNews,RT @CBSThisMorning: Congrats @AllisonBJanney. Best Performance by an Actress in a Supporting Role in Any Motion Picture in @ITonyaMovie. #G…,0.8885,0.396,0.0,0.604,55
Mon Jan 08 02:30:39 +0000 2018,@CBSNews,“Coco” wins best motion picture for animated film. https://t.co/zmgVnOtQ0a https://t.co/el9zyl0J5X,0.836,0.497,0.0,0.503,56
Mon Jan 08 02:21:28 +0000 2018,@CBSNews,"""Many of us were taught not to tattle... may we teach our children speaking out without the fear without retributio… https://t.co/TZARbgFEvq",0.3875,0.116,0.0,0.884,57
Mon Jan 08 02:15:28 +0000 2018,@CBSNews,"See all the stars on the 75th #GoldenGlobes red carpet in Beverly Hills, California https://t.co/tRSC1z7yD1",0.0,0.0,0.0,1.0,58
Mon Jan 08 02:13:16 +0000 2018,@CBSNews,"James Franco wins best actor in a movie, musical or comedy for “The Disaster Artist.” He brings out ""The Room"" dire… https://t.co/ydaY2DOFoC",0.743,0.33,0.13,0.54,59
